173,Стандартизированный чистый функциональный язык,5,1974-06-21,2635
174,"Объектно-Ориентированный язык программирования, разработанный",49,2010-11-10,1104
175,— функциональный,74,2010-10-25,2813
176,Образцом,88,2006-12-11,1123
177,"В специальный байт-код, поэтому",3,2015-07-02,3877
178,Концепции Erlang,32,2002-09-12,1141
179,Определение,38,1998-06-04,1523
180,Объектно-Ориентированный язык,2,1995-06-21,2343
181,На уровне,86,2019-10-23,3984
182,Определяющий,99,2005-12-26,1984
183,Средства порождения параллельных легковесных,0,1997-11-16,2181
184,— серьёзное отношение,87,1984-11-17,1085
185,Может поддерживаться,8,1977-04-28,1216
186,Ericsson.,43,2015-03-28,2548
187,"Языком программирования,",29,2011-08-26,1220
188,Несколько,29,1988-05-22,2030
189,— высокоуровневый,88,1986-09-28,1497
190,—,94,2022-12-26,1740
191,С образцом,94,2002-03-05,1039
192,Декларативным,90,2015-07-05,2518
193,С образцом,73,2015-11-19,1576
194,И,93,2002-05-16,3103
195,Программирования — это,69,2012-07-19,1082
196,"Совокупность идей и понятий,",53,2011-02-13,1815
197,Определяющий организацию вычислений и,34,2000-10-25,1771
198,"Для применения в распределённых,",18,1970-04-24,1819
199,Ядра Python минималистичен.,19,2020-10-14,1175
200,Включает в себя,46,1993-02-22,1362
201,Начала расти в,99,1995-12-02,4258
202,Же время,2,1996-12-15,2196
203,Программирования,31,2010-03-17,3562
204,Расти,42,1995-01-06,1940
205,— форма,74,2020-01-03,1031
206,Черта,16,1961-03-16,3207
207,"Функции, которое использует",36,2002-02-05,2672
208,Обычно,93,2002-11-26,1577
209,Нескольких,28,2001-02-02,2471
210,Стандартная библиотека,6,1951-06-13,2325
211,Языком,0,1998-04-06,1148
212,Простой интерактивной среды программирования,75,2011-09-27,1784
213,"Стиль программирования, отличающийся",21,1982-12-28,1863
214,Erlang начала расти в,40,2001-02-12,1570
215,Erlang начала расти,47,1992-01-14,4033
216,Поддерживаться на уровне,1,2017-08-02,1798
217,Ericsson.,77,2011-07-05,1999
218,Разработан для применения,22,2009-05-13,2336
219,"— стиль программирования, отличающийся",99,2001-04-09,2266
220,Минималистичен.,99,2011-02-20,1470
221,Поддерживаться на уровне системы,93,2018-04-25,2157
222,В специальный,96,2009-03-24,1023
223,Это совокупность идей и,90,1980-12-15,1150
224,Включает в себя средства,20,1999-09-12,2108
225,Чистый функциональный,7,2012-05-25,1210
226,Стандартизированный чистый функциональный язык,23,2010-10-15,4876
227,Время стандартная библиотека,31,1956-11-22,1429
228,Одним из,76,1965-09-11,1782
229,Типизированный объектно-ориентированный,80,2013-11-28,2671
230,Черта,25,2011-05-04,1290
231,"— стиль программирования,",88,2004-05-21,4071
232,Разработан для,25,1996-07-19,1146
233,Же время,14,1993-01-20,1825
234,— форма организации,2,1993-10-03,1078
235,Целенаправленно разработан для,69,2011-03-26,2095
236,"Декларативным языком программирования, который",1,2015-07-31,1504
237,Строго типизированный,6,2008-03-16,4139
238,Языка,18,2012-06-02,1886
239,Расти,51,2009-03-10,1425
240,Форма организации,42,2015-09-21,2858
241,"Программирования,",89,1993-04-26,6696
242,Начала расти в связи,13,2017-02-25,1260
243,С образцом распространено даже,89,1987-01-17,1432
244,Стандартизированный,62,1962-06-28,1004
245,Черта языка — серьёзное,6,2018-12-22,1138
246,Поддерживается компанией,17,2014-11-28,1129
247,Python минималистичен.,0,1986-12-24,3350
248,И,28,2018-11-06,1344
249,Несколько парадигм,85,1990-01-28,2201
250,—,98,1987-06-03,1457
251,Начала расти,15,1978-02-06,1877
252,Простой интерактивной среды,53,1990-10-15,1314
253,"Программирования, который скорее",20,2003-03-24,2945
254,Программирования с,1,2019-03-14,1291
255,Для применения,18,2019-07-04,1198
256,"Информации слишком много,",1,2010-01-12,1041
257,"Функции, которое",80,1965-04-10,3125
258,Организации простой интерактивной среды,46,1982-12-10,1508
259,Начала,62,1964-01-23,2234
260,Разработан для применения в,49,1990-04-25,1598
261,Язык,80,1969-02-17,1310
262,"— стиль программирования, отличающийся",40,2017-05-13,2581
263,И поддерживается,19,1976-05-21,1062
264,Концепции Erlang,16,2015-08-03,2256
265,То,93,2015-01-18,1296
266,Является,22,1988-02-06,1039
267,Определяющий организацию,37,2010-06-04,4748
268,"Язык программирования общего назначения,",75,2009-03-14,1886
269,Несколько парадигм,88,2013-03-03,3351
270,Же время стандартная библиотека,20,1995-07-04,1822
271,Это совокупность идей и,76,1987-09-01,2393
272,"Использует сопоставление с образцом,",59,2003-08-15,2077
273,"Программирования, который скорее используется",98,1992-11-12,1302
274,Включает,56,1980-08-03,1411
275,—,5,1985-02-19,3368
276,Из самых распространённых,91,2017-06-20,1037
277,"Является декларативным языком программирования,",40,2010-03-13,1731
278,Нескольких NoSQL-базах,46,1962-11-16,1712
279,"Программирования, отличающийся обширным использованием",39,2013-03-04,2185
280,"Определение функции,",61,1987-07-06,2631
281,—,92,1950-08-14,1227
282,Минималистичен.,19,1986-01-22,1513
283,И поддерживается компанией,41,1968-04-13,1804
284,Поддерживается,79,2012-03-07,2691
285,Себя,69,2015-06-12,1613
286,Серьёзное,85,1999-03-04,1683
287,Стандартизированный чистый,26,1998-01-26,2626
288,"Программирования общего назначения,",54,1990-08-07,1683
289,Концепции Erlang унаследовал от,47,2009-11-01,1100
290,Нескольких NoSQL-базах данных высокой,24,1989-03-17,1374
291,Поддерживает,52,1967-10-07,1662
292,Расти в,6,1959-02-18,1984
293,"Транслируются в специальный байт-код,",76,1988-08-14,2021
294,Некоторые концепции Erlang,1,2008-07-06,1407
295,Начала расти,85,1993-07-09,1948
296,Которое,96,2001-07-15,2236
297,Распространённых языков программирования,96,2006-01-22,1495
298,— стандартизированный чистый функциональный,33,1997-01-12,1199
299,Наш век,54,2003-06-08,1898
300,В себя средства,25,2019-08-12,3969
301,Программирование может,79,2009-07-02,1289
302,Распространённых языков программирования,59,1976-12-17,2104
303,"В специальный байт-код,",17,1983-01-19,5711
304,Python минималистичен.,91,1984-12-25,2075
305,Применяется,35,2017-10-16,2221
306,Наш век информации,94,2021-07-05,2044
307,Себя,44,2015-04-09,1584
308,В,4,2010-03-13,1423
309,Расти в,91,2012-06-19,5404
310,Программирования — это совокупность,36,1982-08-15,1627
311,Организации простой интерактивной среды,50,1990-06-30,1149
312,— строго типизированный объектно-ориентированный,0,2014-12-04,1541
313,Образцом распространено даже на,34,2011-05-09,1650
314,— форма организации простой,42,2016-12-05,2395
315,Простой интерактивной среды программирования,50,1996-08-28,1754
316,Средства порождения,25,2005-08-10,1178
317,Nosql-Базах данных высокой доступности.,11,2021-02-21,2671
318,— строго типизированный,19,1965-03-25,1608
319,"Является декларативным языком программирования,",16,1988-04-10,4935
320,"Программирования общего назначения, ориентированный",83,2011-05-30,1243
321,"Концептуализации, определяющий",72,1981-08-01,1088
322,Совокупность идей и,75,2022-12-06,4711
323,Типизированный,28,1998-12-30,3908
324,Нескольких,36,1970-06-13,1968
325,Функциональный язык программирования,85,1993-10-24,3995
326,Распространённых,45,1962-08-05,1579
327,Из самых распространённых языков,85,1991-12-28,1028
328,"Языком программирования,",81,1972-09-04,1445
329,Erlang начала расти в,87,1992-03-30,2263
330,Стандартизированный чистый,85,1995-12-24,1160
331,В себя средства порождения,3,2016-02-21,3367
332,Python,53,1983-07-23,1684
333,Парадигм,4,2022-05-22,1394
334,Стандартизированный,56,1988-07-15,1860
335,Из самых,88,1994-10-01,1023
336,Функциональный,87,2005-07-28,1780
337,Является декларативным,56,1983-09-17,2278
338,Определяющий организацию вычислений,24,2021-01-13,1493
339,—,69,2005-11-18,1324
340,Же время стандартная,45,2004-07-17,1490
341,"Концептуализации,",83,2013-09-23,1007
342,Минималистичен.,42,1994-09-30,1137
343,"Типизированный объектно-ориентированный язык программирования,",74,2019-10-01,1791
344,Программирования,81,1960-04-12,1278
345,Для применения,51,2011-10-22,3725
346,Самых распространённых,43,2002-05-06,4593
347,Может поддерживаться на уровне,74,2014-08-22,3438
348,Целенаправленно разработан для применения,37,2007-04-01,1014
349,И некоторые концепции,34,1982-04-06,5092
350,— стандартизированный чистый функциональный,29,1992-04-08,1144
351,Из,10,2006-03-11,2396
352,В,88,1991-04-02,1584
353,Язык,3,2015-04-11,1606
354,"Объектно-Ориентированный язык программирования,",11,2011-10-03,3581
355,Минималистичен.,95,2016-05-15,1411
356,Которое,47,2010-12-20,3630
357,Синтаксис,80,2006-03-24,1369
358,— это совокупность идей,54,2011-02-23,1002
359,Поддерживаться на,10,2011-09-21,1089
360,Язык программирования,12,2001-10-12,1708
361,"Совокупность идей и понятий,",45,1976-10-04,2671
362,Java обычно,88,1993-03-01,2118
363,Разработан для применения в,41,2005-01-27,1607
364,Простой интерактивной,28,2011-06-22,5079
365,Python минималистичен.,81,1976-09-22,1052
366,"Парадигм программирования, в",34,2011-12-09,1450
367,"Программирования, который скорее",17,2004-05-27,1731
368,В себя средства порождения,24,2007-07-19,3003
369,Поддерживается компанией Ericsson.,44,2017-08-09,1128
370,Программирования с сильной динамической,63,1995-09-24,2338
371,Себя средства порождения параллельных,81,2000-07-02,1240
372,"Стиль программирования, отличающийся обширным",87,1990-07-30,1530
373,Для применения в,24,2005-07-27,1756
374,Совокупность,68,1980-08-09,1194
375,Включает в себя средства,55,1984-02-03,1460
376,Языка — серьёзное отношение,6,1956-04-16,4189
377,Самых,1,2017-01-14,2022
378,Способ,96,1999-04-19,1079
379,"Век информации слишком много,",96,1964-06-08,1548
380,Декларативным,52,1943-05-10,1189
381,Поддерживаться на уровне,77,2017-09-17,2425
382,Python минималистичен.,35,2010-06-15,1253
383,Концепции Erlang унаследовал от,53,1977-03-01,2602
384,В связи с расширением,78,2021-12-20,1415
385,"Информации слишком много,",54,1979-08-28,1100
386,Парадигм,7,2008-11-23,3271
387,"Языком программирования, который",59,1997-09-04,2865
388,— строго типизированный,53,1971-01-26,1110
389,Для применения,67,1963-04-17,2841
390,Использует,78,1969-03-18,2239
391,Расти,39,2014-07-29,1676
392,Java обычно транслируются,85,2021-03-22,2150
393,Синтаксис и некоторые концепции,97,2009-09-30,1469
394,"Парадигм программирования,",70,1994-05-20,2064
395,Программирование,20,2007-10-18,1725
396,Обычно,92,1975-03-28,2722
397,"Слишком много, чтобы понять",87,1999-11-18,1226
398,Начала расти,87,1988-02-10,3150
399,"Функции, которое",92,2004-03-09,3032
400,Век информации слишком,89,1986-11-12,1578
401,"Стиль программирования,",69,2004-07-16,1290
402,Даже,16,1967-07-17,2274
403,Синтаксис,29,2010-05-03,2024
404,Компанией Ericsson.,21,1998-03-06,1009
405,Некоторые концепции,1,2000-07-21,2401
406,Использует сопоставление с,19,1958-04-04,2362
407,"Парадигм программирования, в",99,2010-09-11,3372
408,Функциональный,15,2014-11-14,1020
409,Для применения в,25,2011-12-16,2043
410,Разработан для,40,1996-02-29,1061
411,Которое использует сопоставление,94,2020-06-11,2730
412,Включает в себя,6,1961-03-10,1067
413,Черта,31,1958-03-20,1368
414,Себя средства порождения,44,2014-06-27,3496
415,Одним из,40,2011-09-08,2157
416,Нескольких NoSQL-базах данных,28,2009-03-06,1693
417,Себя средства,45,1989-09-28,1498
418,В связи,95,2008-10-03,1650
419,Расти в связи,96,2014-03-24,1631
420,Использует сопоставление,30,2010-11-26,1326
421,Даже,13,1983-12-04,1545
422,"Программирования общего назначения, ориентированный",46,1955-10-24,3881
423,Одним из самых распространённых,48,1974-07-21,2568
424,Минималистичен.,29,2014-06-16,2537
425,Форма,25,2001-03-21,1218
426,Слишком,64,1976-05-18,4096
427,Это совокупность,14,2000-12-10,3093
428,Язык программирования общего,41,1979-12-21,2909
429,Nosql-Базах данных высокой доступности.,67,2022-03-07,1057
430,На уровне,80,1990-03-06,3270
431,Время стандартная библиотека,87,1986-10-16,2088
432,— строго типизированный объектно-ориентированный,43,2001-09-03,2493
433,"Программирования, отличающийся обширным",25,2014-01-26,1559
434,— форма,94,2009-05-06,2083
435,Себя средства,28,2001-05-02,1525
436,Черта языка —,54,1991-12-11,1255
437,Разработан,35,1999-03-31,1671
438,Форма организации простой,14,1994-07-08,1617
439,Это совокупность идей,13,2001-07-08,2020
440,Поддерживается компанией,80,1987-03-19,1232
441,Это,99,2001-10-18,1317
442,Python минималистичен.,89,2005-03-06,1814
443,Может,81,2001-12-28,1538
444,Целенаправленно разработан,66,2016-02-28,1011
445,Даже на битовые,87,2016-10-27,2522
446,"Концептуализации, определяющий",82,2000-10-09,1097
447,Использует сопоставление,82,1977-06-13,1350
448,—,88,2007-12-11,1839
449,Строго типизированный объектно-ориентированный язык,66,2000-03-03,1765
450,Некоторые концепции Erlang унаследовал,21,2013-12-15,1268
451,Является декларативным языком,55,2008-06-10,1293
452,— это совокупность идей,76,2000-10-08,2335
453,Расти в,74,2011-04-19,3777
454,Образцом распространено,93,2018-06-10,2103
455,Программирования общего,48,1951-01-17,1851
456,Стандартная,39,1977-05-25,2585
457,"Программирования, отличающийся",97,2022-11-16,3061
458,Парадигм,92,1957-06-29,1431
459,Образцом распространено даже,62,2000-09-29,1081
460,— форма организации простой,90,1988-11-26,1625
461,—,62,1997-05-17,1477
462,Был целенаправленно разработан,25,2001-01-03,1727
463,Распространённых,63,1951-08-04,2159
464,В нескольких NoSQL-базах,91,2001-07-12,1130
465,Чистый функциональный,78,1956-04-29,3035
466,Организации простой,76,1962-10-17,1453
467,Программирования —,20,1995-12-12,1682
468,Стандартизированный чистый,53,1992-08-07,2465
469,На уровне,69,2020-02-04,1968
470,Распространённых языков программирования,39,1988-10-15,1296
471,Программирование — стиль,32,1999-01-20,2487
472,Слишком,75,2011-05-04,2077
473,Минималистичен.,57,1989-09-22,2693
474,Стиль,64,2005-10-09,3477
475,То же время,71,2014-09-09,1589
476,Стандартная библиотека включает большой,0,1986-01-08,2731
477,С образцом,97,2015-01-05,3404
478,Форма организации,89,1989-04-26,1590
479,И,37,2003-11-01,2780
480,Программирования,93,2022-11-04,1097
481,Высокоуровневый язык,24,1999-10-18,1459
482,—,59,2005-04-06,1152
483,Ericsson.,1,2010-06-12,1477
484,Поддерживается компанией Ericsson.,70,1994-04-23,1731
485,Одним,36,1982-09-10,1075
486,"Слишком много, чтобы понять",20,2013-01-14,2729
487,Же время,31,1980-04-02,1720
488,Наш век информации,0,2010-02-23,2129
489,— высокоуровневый,80,1975-12-23,1704
490,Информации слишком,83,1987-06-07,1934
491,Нескольких NoSQL-базах данных высокой,89,2020-09-12,2392
492,Совокупность идей и,87,1988-03-14,1085
493,В нескольких NoSQL-базах данных,44,2020-11-15,1046
494,Стандартизированный чистый функциональный язык,76,1969-08-22,2099
495,"Концептуализации, определяющий",13,1970-02-22,1327
496,Функциональный,15,1970-05-19,1528
497,Применяется,48,2002-01-06,1513
498,Распространённых языков,54,1983-01-18,1087
499,На уровне,46,2005-01-14,1907
500,"Информации слишком много,",89,1976-01-01,2718
501,Объектно-Ориентированный язык,38,1950-09-08,1573
502,С,40,2010-04-02,6466
503,— функциональный язык программирования,52,1979-10-16,1605
504,Декларативным,37,2005-03-30,1300
505,Поддерживаться,87,2002-05-19,1687
506,Образцом распространено даже на,95,2007-09-10,3409
507,Концепции Erlang унаследовал от,11,2011-11-24,3472
508,"Программирования, отличающийся обширным",1,2020-07-11,1622
509,Язык программирования с сильной,38,1968-05-23,1168
510,— высокоуровневый язык программирования,55,1990-09-08,2245
511,Некоторые концепции,12,2006-07-25,1688
512,Себя средства порождения,31,2001-06-24,1691
513,— форма организации,36,1989-07-26,1018
514,Nosql-Базах данных,36,1989-05-05,3636
515,Стиль,85,2020-06-26,3538
516,Применяется в нескольких NoSQL-базах,54,2014-03-16,1182
517,В нескольких,5,1986-03-31,1405
518,Программирование может поддерживаться,93,2004-10-26,2330
519,"Поддерживает несколько парадигм программирования,",54,2018-04-16,1277
520,Же время,52,1986-06-18,2564
521,Может поддерживаться на,73,2003-09-22,1580
522,Язык,91,1962-12-11,1284
523,— строго,20,1989-10-09,1048
524,"Функции, которое",74,2005-08-30,1568
525,Строго типизированный,90,1997-12-03,1326
526,На,77,2007-10-20,1594
527,На уровне системы,28,2020-08-26,1314
528,Концепции Erlang унаследовал от,54,1973-02-18,2439
529,На уровне,89,1992-06-24,1353
530,Одним из,96,1978-03-07,1833
531,Минималистичен.,35,1963-05-01,1851
532,"Определение функции, которое",28,2022-05-08,2490
533,Программирование —,73,2018-10-12,2697
534,"Транслируются в специальный байт-код,",5,1987-05-21,1126
535,Минималистичен.,24,2002-03-18,1028
536,—,87,1982-04-02,2185
537,"Концептуализации, определяющий организацию",59,2006-07-26,4425
538,—,93,2009-05-17,1512
539,Средства порождения параллельных легковесных,66,2004-11-10,2121
540,Организацию вычислений и,21,2020-10-09,1048
541,"Слишком много,",85,2007-12-19,1351
542,Распространено,60,2002-02-28,1222
543,С образцом распространено,76,1961-10-14,1786
544,Функциональный язык программирования с,8,1996-11-28,1897
545,Время стандартная библиотека,72,1997-12-24,1890
546,Информации слишком,91,2007-05-09,2160
547,"Слишком много, чтобы понять",38,2018-08-11,3381
548,И поддерживается компанией Ericsson.,41,2013-06-11,1498
549,— стандартизированный чистый функциональный,88,2021-07-24,1625
550,Черта языка — серьёзное,31,1996-05-18,2872
551,Стандартная,88,2018-02-20,2135
552,Для применения в,48,1988-05-08,2159
553,Несколько парадигм,88,1992-11-06,1233
554,Программирования,79,2020-08-02,1649
555,Был целенаправленно разработан,64,1971-02-03,2303
556,Ericsson.,13,2012-03-15,1652
557,Минималистичен.,62,1953-02-22,7337
558,Функциональный язык,76,1995-02-07,2083
559,Некоторые концепции Erlang унаследовал,36,1997-05-21,2078
560,"Для применения в распределённых,",66,1998-01-25,1677
561,Из самых распространённых языков,93,2017-12-02,1338
562,Начала,11,2020-03-18,4417
563,Erlang,3,2016-05-01,1601
564,— стандартизированный чистый,34,1995-10-12,1581
565,Синтаксис и некоторые,36,1971-05-16,2216
566,Даже,65,2022-03-06,1520
567,"Программирования, в",10,2009-02-13,1431
568,Начала,87,2006-02-17,2159
569,Был целенаправленно разработан,13,1960-04-03,1246
570,Черта языка —,25,2018-01-11,1268
571,"Определение функции, которое",62,1987-01-10,1313
572,"Стиль программирования, отличающийся",47,2016-06-08,1023
573,"Программирования, отличающийся",65,2020-04-17,1649
574,Несколько,91,1952-08-22,3065
575,Средства порождения параллельных легковесных,34,2003-12-12,2154
576,Определение,8,1974-09-04,2171
577,"— стиль программирования, отличающийся",32,1998-06-24,2309
578,Синтаксис,22,2019-06-14,2797
579,Даже на битовые,84,2012-10-09,1280
580,То же,81,2020-04-15,1823
581,"Программирования общего назначения,",70,2006-02-03,2248
582,"Концептуализации, определяющий организацию вычислений",54,2002-12-31,1005
583,Транслируются в специальный,54,1981-02-15,1168
584,— это совокупность,27,1996-05-17,1899
585,Концепции,77,2002-11-02,1595
586,Время стандартная библиотека,43,2019-11-12,1596
587,"Объектно-Ориентированный язык программирования, разработанный",55,1997-04-07,1524
588,Организацию вычислений,17,1994-05-06,1586
589,Которое,48,1972-11-29,2911
590,— серьёзное отношение,92,1991-01-30,1907
591,Даже на битовые,87,2020-10-21,1015
592,Форма организации простой интерактивной,95,2014-08-27,1901
593,— строго типизированный объектно-ориентированный,67,1982-10-13,2163
594,"Определение функции,",32,2015-01-14,1913
595,Функциональный язык,87,1992-08-11,1128
596,Является декларативным языком,11,2006-11-02,2191
597,Организацию вычислений и,55,2004-06-23,1205
598,Чистый функциональный язык,60,1973-02-14,1037
599,Даже на,21,1971-12-19,3287
600,Время стандартная библиотека включает,98,1978-06-29,1879
601,Python,60,1973-12-31,1384
602,—,11,2017-04-27,1745
603,Python минималистичен.,14,2008-01-10,1218
604,"Парадигм программирования,",11,2013-01-10,4280
605,Распространено даже,99,1999-08-12,2032
606,Язык программирования с,13,1990-08-04,1224
607,Распространено даже,21,1990-10-21,1034
608,Синтаксис и некоторые концепции,90,2003-12-26,2449
609,Строго,4,2015-10-30,3596
